cve_id,exploit_name,service,port,auth_required,remote,severity,exploitability,label
CVE-2013-6225,LiveZilla 5.0.1.4 - Remote Code Execution,http,80,0,1,CRITICAL,3.9,2
CVE-2015-1587,MAARCH 1.4 - Arbitrary File Upload,http,80,0,1,HIGH,10.0,2
CVE-2018-6409,MachForm < 4.2.3 - SQL Injection / Path Traversal / Upload Bypass,http,80,0,1,MEDIUM,3.9,2
CVE-2018-6410,MachForm < 4.2.3 - SQL Injection / Path Traversal / Upload Bypass,http,80,0,1,CRITICAL,3.9,2
CVE-2018-6411,MachForm < 4.2.3 - SQL Injection / Path Traversal / Upload Bypass,http,80,0,1,CRITICAL,3.9,2
CVE-2016-4010,Magento < 2.0.6 - Arbitrary Unserialize / Arbitrary Write File,http,80,0,1,CRITICAL,3.9,2
CVE-2014-100002,ManageEngine Support Center Plus 7916 - Directory Traversal,http,80,0,1,MEDIUM,10.0,2
CVE-2018-9857,Match Clone Script 1.0.4 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2015-8356,mcart.xls Bitrix Module 6.5.2 - SQL Injection,http,80,1,1,HIGH,2.1,2
CVE-2014-9464,Microweber CMS 0.95 - SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2014-9254,MiniBB 3.1 - Blind SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2018-9092,MiniCMS 1.10 - Cross-Site Request Forgery,http,80,0,1,HIGH,2.8,2
CVE-2018-19908,MISP 2.4.97 - SQL Command Execution via Command Injection in STIX Module,http,80,1,1,HIGH,2.8,2
CVE-2019-14927,Mitsubishi Electric smartRTU / INEA ME-RTU - Unauthenticated Configuration Download,http,80,0,1,HIGH,3.9,2
CVE-2016-3694,modified eCommerce Shopsoftware 2.0.0.0 rev 9678 - Blind SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2018-1133,Moodle 3.4.1 - Remote Code Execution,http,80,1,1,HIGH,2.8,2
CVE-2018-1042,Moodle Filepicker 3.5.2 - Server Side Request Forgery,http,80,1,1,MEDIUM,2.8,2
CVE-2014-2008,Mpay24 PrestaShop Payment Module 1.5 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2014-2009,Mpay24 PrestaShop Payment Module 1.5 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,10.0,2
CVE-2019-11375,Msvod 10 - Cross-Site Request Forgery (Change User Information),http,80,0,1,MEDIUM,2.8,2
CVE-2014-9734,Mulitple WordPress Themes - 'admin-ajax.php?img' Arbitrary File Download,http,80,0,1,MEDIUM,10.0,2
CVE-2015-1579,Mulitple WordPress Themes - 'admin-ajax.php?img' Arbitrary File Download,http,80,0,1,MEDIUM,10.0,2
CVE-2017-17621,Multivendor Penny Auction Clone Script 1.0 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2018-15596,MyBB 1.8.17 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2014-9240,MyBB 1.8.x - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2014-9241,MyBB 1.8.x - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2019-6979,MyBB IP History Logs Plugin 1.0.2 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2018-11502,MyBB Moderator Log Notes Plugin 1.1 - Cross-Site Request Forgery,http,80,0,1,MEDIUM,2.8,2
CVE-2018-14392,MyBB New Threads Plugin 1.1 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2019-3501,MyBB OUGC Awards Plugin 1.8.3 - Persistent Cross-Site Scripting,http,80,1,1,MEDIUM,1.7,2
CVE-2018-10365,MyBB Threads to Link Plugin 1.3 - Cross-Site Scripting,http,80,1,1,MEDIUM,2.3,2
CVE-2018-14575,MyBB Trash Bin Plugin 1.1.3 - Cross-Site Scripting / Cross-Site Request Forgery,http,80,0,1,HIGH,2.8,2
CVE-2019-9650,MyBB Upcoming Events Plugin 1.32 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2018-17128,MyBB Visual Editor 1.8.18 - Cross-Site Scripting,http,80,1,1,MEDIUM,2.3,2
CVE-2019-13346,MyT Project Management 1.5.1 - User[username] Persistent Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2020-23518,Neo Billing 3.5 - Persistent Cross-Site Scripting,http,80,1,1,MEDIUM,2.3,2
CVE-2015-5353,Novius 5.0.1 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2015-5354,Novius 5.0.1 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2015-1400,NPDS CMS REvolution-13 - SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2018-15716,NUUO NVRMini2 3.9.1 - (Authenticated) Command Injection,https,443,1,1,HIGH,2.8,2
CVE-2005-4664,Ocomon 2.0 - SQL Injection,http,80,0,1,MEDIUM,10.0,2
CVE-2019-19740,Octeth Oempro 4.8 - 'CampaignID' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2014-5100,Omeka 2.2 - Cross-Site Request Forgery / Persistent Cross-Site Scripting,http,80,0,1,MEDIUM,8.6,2
CVE-2017-17622,Online Exam Test Application Script 1.6 - 'exams.php?sort' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2019-14696,Open-School 3.0 / Community Edition 2.3 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2014-1945,OpenDocMan 1.2.7 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2014-2317,OpenDocMan 1.2.7 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-5462,OpenEMR 4.1.2(7) - Multiple SQL Injections,http,80,1,1,MEDIUM,8.0,2
CVE-2014-7190,OpenFiler 2.99.1 - Cross-Site Request Forgery,other,446,0,1,MEDIUM,8.6,2
CVE-2019-10227,openITCOCKPIT 3.6.1-2 - Cross-Site Request Forgery,http,80,0,1,MEDIUM,2.8,2
CVE-2017-17623,Opensource Classified Ads Script 3.2 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2013-5694,Opsview pre 4.4.1 - Blind SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2014-2540,Orbit Open Ad Server 1.1.0 - SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2014-6308,OSClass 3.4.1 - 'index.php' Local File Inclusion,http,80,0,1,MEDIUM,10.0,2
CVE-2014-10033,osCommerce 2.3.3.4 - 'geo_zones.php?zID' SQL Injection,http,80,1,1,MEDIUM,8.0,2
CVE-2019-11537,osTicket 1.11 - Cross-Site Scripting / Local File Inclusion,http,80,0,1,MEDIUM,2.8,2
CVE-2019-14749,osTicket 1.12 - Formula Injection,http,80,0,1,HIGH,2.8,2
CVE-2019-14750,osTicket 1.12 - Persistent Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2019-14748,osTicket 1.12 - Persistent Cross-Site Scripting via File Upload,http,80,1,1,MEDIUM,2.3,2
CVE-2008-3918,Ovidentia 7.9.4 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2008-4423,Ovidentia 7.9.4 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,8.0,2
CVE-2019-13977,Ovidentia 8.4.3 - Cross-Site Scripting,http,80,1,1,MEDIUM,2.3,2
CVE-2014-1665,ownCloud 6.0.0a - Multiple Vulnerabilities,http,80,1,1,MEDIUM,2.3,2
CVE-2014-9101,Oxwall 1.7.0 - Multiple Cross-Site Request Forgery / HTML Injection Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2018-18800,PayPal-Credit Card-Debit Card Payment 1.0 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2014-9215,PBBoard CMS 3.0.1 - SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2019-8953,pfSense 2.4.4-p1 (HAProxy Package 0.59_14) - Persistent Cross-Site Scripting,https,443,0,1,MEDIUM,2.8,2
CVE-2006-4115,PgMarket 2.2.3 - 'CFG[libdir]' Remote File Inclusion,http,80,0,1,MEDIUM,4.9,2
CVE-2006-4103,phNNTP 1.3 - 'article-raw.php' Remote File Inclusion,http,80,0,1,HIGH,10.0,2
CVE-2017-17624,PHP Multivendor Ecommerce 1.0 - 'sid' / 'searchcat' / 'chid1' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2018-19458,PHP Proxy 3.0.3 - Local File Inclusion,http,80,0,1,HIGH,3.9,2
CVE-2018-14869,PHP Template Store Script 3.0.6 - Cross-Site Scripting,http,80,1,1,MEDIUM,2.3,2
CVE-2018-19246,PHP-Proxy 5.1.0 - Local File Inclusion,http,80,0,1,HIGH,3.9,2
CVE-2006-4210,PHPay 2.02 - 'nu_mail.inc.php?mail()' Remote Injection,http,80,0,1,LOW,4.9,3
CVE-2004-1519,phpBugTracker 1.6.0 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2015-2142,phpBugTracker 1.6.0 - Multiple Vulnerabilities,http,80,1,1,HIGH,2.1,2
CVE-2015-2143,phpBugTracker 1.6.0 - Multiple Vulnerabilities,http,80,0,1,HIGH,2.8,2
CVE-2015-2145,phpBugTracker 1.6.0 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,1.7,2
CVE-2015-2147,phpBugTracker 1.6.0 - Multiple Vulnerabilities,http,80,0,1,CRITICAL,3.9,2
CVE-2006-4044,PHPCodeCabinet 0.5 - 'Core.php' Remote File Inclusion,http,80,0,1,HIGH,10.0,2
CVE-2014-6389,PHPCompta/NOALYSS 6.7.1 5638 - Remote Command Execution,http,80,0,1,HIGH,10.0,2
CVE-2014-8469,PHPFox - Persistent Cross-Site Scripting,http,80,0,1,MEDIUM,8.6,2
CVE-2019-16692,phpIPAM 1.4 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2014-10001,PHPJabbers Appointment Scheduler 2.0 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-10010,PHPJabbers Appointment Scheduler 2.0 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,10.0,2
CVE-2014-10014,PHPJabbers Event Booking Calendar 2.0 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-10015,PHPJabbers Event Booking Calendar 2.0 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2015-6517,phpLiteAdmin 1.1 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2015-6518,phpLiteAdmin 1.1 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2015-2208,PHPMoAdmin - Unauthorized Remote Code Execution,http,80,0,1,HIGH,10.0,2
CVE-2010-4480,phpMyAdmin - Client-Side Code Injection / Redirect Link Falsification,http,80,0,1,MEDIUM,8.6,2
CVE-2016-5734,phpMyAdmin 4.6.2 - (Authenticated) Remote Code Execution,http,80,0,1,CRITICAL,3.9,2
CVE-2017-1000499,phpMyAdmin 4.7.x - Cross-Site Request Forgery,http,80,0,1,HIGH,2.8,2
CVE-2018-12613,phpMyAdmin 4.8.1 - (Authenticated) Local File Inclusion (1),http,80,1,1,HIGH,2.8,2
CVE-2018-12613,phpMyAdmin 4.8.1 - (Authenticated) Local File Inclusion (2),http,80,1,1,HIGH,2.8,2
CVE-2019-12922,phpMyAdmin 4.9.0.1 - Cross-Site Request Forgery,http,80,0,1,MEDIUM,2.8,2
CVE-2014-6045,phpMyFAQ 2.8.x - Multiple Vulnerabilities,http,80,1,1,HIGH,1.2,2
CVE-2014-6046,phpMyFAQ 2.8.x - Multiple Vulnerabilities,http,80,0,1,HIGH,2.8,2
CVE-2014-6047,phpMyFAQ 2.8.x - Multiple Vulnerabilities,http,80,0,1,MEDIUM,3.9,2
CVE-2014-6048,phpMyFAQ 2.8.x - Multiple Vulnerabilities,http,80,0,1,MEDIUM,3.9,2
CVE-2014-6049,phpMyFAQ 2.8.x - Multiple Vulnerabilities,http,80,1,1,LOW,1.2,3
CVE-2014-6050,phpMyFAQ 2.8.x - Multiple Vulnerabilities,http,80,0,1,MEDIUM,3.9,2
CVE-2014-9440,PHPMyRecipes 1.2.2 - 'browse.php?category' SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2014-9347,PHPMyRecipes 1.2.2 - 'dosearch.php?words_exact' SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2006-4114,PHPMyRing 4.2.0 - 'view_com.php' SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2006-4164,phpPrintAnalyzer 1.2 - Remote File Inclusion,http,80,0,1,HIGH,10.0,2
CVE-2014-5519,PhpWiki - Remote Command Execution,http,80,0,1,HIGH,10.0,2
CVE-2019-9769,PilusCart 1.4.1 - Cross-Site Request Forgery (Add Admin),http,80,0,1,HIGH,2.8,2
CVE-2018-14057,Pimcore 5.2.3 - SQL Injection / Cross-Site Scripting / Cross-Site Request Forgery,http,80,0,1,HIGH,2.8,2
CVE-2018-14058,Pimcore 5.2.3 - SQL Injection / Cross-Site Scripting / Cross-Site Request Forgery,http,80,1,1,MEDIUM,2.8,2
CVE-2018-14059,Pimcore 5.2.3 - SQL Injection / Cross-Site Scripting / Cross-Site Request Forgery,http,80,1,1,MEDIUM,2.3,2
CVE-2014-9115,Piwigo 2.6.0 - 'picture.php?rate' SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2014-4613,Piwigo 2.6.1 - Cross-Site Request Forgery,http,80,0,1,MEDIUM,2.8,2
CVE-2015-1517,Piwigo 2.7.3 - SQL Injection,http,80,1,1,MEDIUM,6.8,2
CVE-2014-9096,Pligg CMS 2.0.1 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2015-6655,Pligg CMS 2.0.2 - Cross-Site Request Forgery (Add Admin),http,80,0,1,MEDIUM,8.6,2
CVE-2014-2223,Plogger 1.0-RC1 - (Authenticated) Arbitrary File Upload,http,80,0,1,HIGH,10.0,2
CVE-2018-18805,Point of Sales (POS) in VB.Net MySQL Database 1.0 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2015-1471,Pragyan CMS 3.0 - SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2018-19125,PrestaShop 1.6.x/1.7.x - Remote Code Execution,http,80,0,1,HIGH,3.9,2
CVE-2018-19126,PrestaShop 1.6.x/1.7.x - Remote Code Execution,http,80,0,1,CRITICAL,3.9,2
CVE-2014-5275,Pro Chat Rooms 8.2.0 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,8.0,2
CVE-2014-5276,Pro Chat Rooms 8.2.0 - Multiple Vulnerabilities,http,80,1,1,LOW,6.8,3
CVE-2017-17625,Professional Service Script 1.0 - 'service-list?city' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2013-6164,Project'Or RIA 3.4.0 - 'objectDetail.php?objectId' SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2011-3713,ProjectSend r561 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,10.0,2
CVE-2014-9580,ProjectSend r561 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2015-2564,ProjectSend r561 - SQL Injection,http,80,1,1,MEDIUM,8.0,2
CVE-2013-6227,Pydio / AjaXplorer < 5.0.4 - (Unauthenticated) Arbitrary File Upload,http,80,0,1,HIGH,10.0,2
CVE-2019-8390,qdPM 9.1 - 'search[keywords]' Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2019-8391,qdPM 9.1 - 'type' Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2017-17626,Readymade PHP Classified Script 3.3 - 'subctid' / 'mctid' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2017-17627,Readymade Video Sharing Script 3.2 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2018-15535,Responsive FileManager < 9.13.4 - Directory Traversal,http,80,0,1,HIGH,3.9,2
CVE-2018-15536,Responsive FileManager < 9.13.4 - Directory Traversal,http,80,1,0,MEDIUM,1.8,2
CVE-2017-17628,Responsive Realestate Script 3.2 - 'property-list?tbud' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2014-6619,Restaurant Script (PizzaInn Project) - Persistent Cross-Site Scripting,http,80,0,1,MEDIUM,8.6,2
CVE-2018-18760,RhinOS CMS 3.x - Arbitrary File Download,http,80,0,1,MEDIUM,2.8,2
CVE-2015-8770,Roundcube Webmail 1.1.3 - Directory Traversal,http,80,1,1,HIGH,1.6,2
CVE-2018-20525,Roxy Fileman 1.4.5 - Unrestricted File Upload / Directory Traversal,http,80,0,1,CRITICAL,3.9,2
CVE-2018-20526,Roxy Fileman 1.4.5 - Unrestricted File Upload / Directory Traversal,http,80,0,1,CRITICAL,3.9,2
CVE-2019-7400,Rukovoditel ERP & CRM 2.4.1 - 'path' Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2019-7541,Rukovoditel Project Management CRM 2.4.1 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2018-18762,SaltOS Erp Crm 3.1 r8126 - Database File Download,http,80,0,1,MEDIUM,2.8,2
CVE-2018-18761,SaltOS Erp Crm 3.1 r8126 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2018-18763,SaltOS Erp Crm 3.1 r8126 - SQL Injection (2),http,80,0,1,CRITICAL,3.9,2
CVE-2006-4063,SAPID Blog Beta 2 - 'ROOT_PATH' Remote File Inclusion,http,80,0,1,HIGH,10.0,2
CVE-2006-4063,SAPID Gallery 1.0 - 'ROOT_PATH' Remote File Inclusion,http,80,0,1,HIGH,10.0,2
CVE-2006-4065,SAPID Gallery 1.0 - 'ROOT_PATH' Remote File Inclusion,http,80,0,1,MEDIUM,4.9,2
CVE-2006-4062,SAPID Shop 1.2 - 'ROOT_PATH' Remote File Inclusion,http,80,0,1,MEDIUM,4.9,2
CVE-2006-4063,SAPID Shop 1.2 - 'ROOT_PATH' Remote File Inclusion,http,80,0,1,HIGH,10.0,2
CVE-2018-7841,Schneider Electric U.Motion Builder 1.3.4 - 'track_import_export.php object_id' Unauthenticated Command Injection,http,80,0,1,CRITICAL,3.9,1
CVE-2018-18799,School Attendance Monitoring System 1.0 - Arbitrary File Upload,http,80,0,1,HIGH,2.8,2
CVE-2018-18797,School Attendance Monitoring System 1.0 - Cross-Site Request Forgery (Update Admin),http,80,0,1,HIGH,2.8,2
CVE-2018-18798,School Attendance Monitoring System 1.0 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2018-18793,School Event Management System 1.0 - Arbitrary File Upload,http,80,0,1,CRITICAL,3.9,2
CVE-2018-18794,School Event Management System 1.0 - Cross-Site Request Forgery (Update Admin),http,80,0,1,HIGH,2.8,2
CVE-2018-18795,School Event Management System 1.0 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2015-8282,SeaWell Networks Spectrum - Multiple Vulnerabilities,https,443,0,1,CRITICAL,3.9,2
CVE-2015-8283,SeaWell Networks Spectrum - Multiple Vulnerabilities,https,443,1,1,MEDIUM,2.8,2
CVE-2015-8284,SeaWell Networks Spectrum - Multiple Vulnerabilities,https,443,1,1,HIGH,2.8,2
CVE-2017-17629,Secure E-commerce Script 2.0.1 - 'searchcat' / 'searchmain' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2015-0919,Sefrengo CMS 1.6.0 - SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2014-100012,Sendy 1.1.8.4 - SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2019-15813,Sentrifugo 3.2 - File Upload Restriction Bypass,http,80,1,1,HIGH,2.8,2
CVE-2019-15814,Sentrifugo 3.2 - Persistent Cross-Site Scripting,http,80,1,1,MEDIUM,2.3,2
CVE-2014-3414,Sharetronix 3.3 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-3415,Sharetronix 3.3 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,8.0,2
CVE-2014-4962,Shopizer 1.1.5 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,10.0,2
CVE-2014-4963,Shopizer 1.1.5 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-4964,Shopizer 1.1.5 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-4965,Shopizer 1.1.5 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2018-5782,ShoreTel / Mitel Connect ONSITE 19.49.5200.0 - Remote Code Execution,http,80,0,1,CRITICAL,3.9,2
CVE-2017-17593,Simple Chatting System 1.0.0 - Arbitrary File Upload,http,80,0,1,HIGH,3.9,2
CVE-2013-5748,SimpleRisk 20130915-01 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-1683,Skybluecanvas CMS 1.1 r248-03 - Remote Command Execution,http,80,0,1,MEDIUM,8.6,2
CVE-2014-9344,Snowfox CMS 1.0 - Cross-Site Request Forgery (Add Admin),http,80,0,1,MEDIUM,8.6,2
CVE-2014-8673,SO Planning 1.32 - Multiple Vulnerabilities,http,80,0,1,CRITICAL,3.9,2
CVE-2014-8674,SO Planning 1.32 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,2.3,2
CVE-2014-8675,SO Planning 1.32 - Multiple Vulnerabilities,http,80,0,1,HIGH,3.9,2
CVE-2014-8676,SO Planning 1.32 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,3.9,2
CVE-2014-8677,SO Planning 1.32 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,1.6,2
CVE-2014-9516,Social Microblogging PRO 1.5 - Persistent Cross-Site Scripting,http,80,0,1,MEDIUM,8.6,2
CVE-2006-4158,Spaminator 1.7 - 'page' Remote File Inclusion,http,80,0,1,MEDIUM,4.9,2
CVE-2014-5081,Sphider Search Engine - Multiple Vulnerabilities,http,80,0,1,CRITICAL,3.9,2
CVE-2014-5082,Sphider Search Engine - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2014-5083,Sphider Search Engine - Multiple Vulnerabilities,http,80,1,1,HIGH,2.8,2
CVE-2014-5084,Sphider Search Engine - Multiple Vulnerabilities,http,80,1,1,HIGH,2.8,2
CVE-2014-5085,Sphider Search Engine - Multiple Vulnerabilities,http,80,1,1,HIGH,2.8,2
CVE-2014-5086,Sphider Search Engine - Multiple Vulnerabilities,http,80,1,1,HIGH,2.8,2
CVE-2014-5087,Sphider Search Engine - Multiple Vulnerabilities,http,80,0,1,CRITICAL,3.9,2
CVE-2014-5082,Sphider Search Engine 1.3.6 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2014-5192,Sphider Search Engine 1.3.6 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2014-5193,Sphider Search Engine 1.3.6 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-5194,Sphider Search Engine 1.3.6 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,8.0,2
CVE-2016-7982,SPIP 3.1.1/3.1.2 - File Enumeration / Path Traversal,http,80,0,1,HIGH,3.9,2
CVE-2016-7980,SPIP 3.1.2 - Cross-Site Request Forgery,http,80,0,1,HIGH,2.8,2
CVE-2016-7998,SPIP 3.1.2 Template Compiler/Composer - PHP Code Execution,http,80,1,1,HIGH,2.8,2
CVE-2013-2118,SPIP CMS < 2.0.23/ 2.1.22/3.0.9 - Privilege Escalation,http,80,0,1,HIGH,10.0,2
CVE-2019-9083,SQLiteManager 1.2.0 / 1.2.4 - Blind SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2014-10008,Stark CRM 1.0 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-10009,Stark CRM 1.0 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-5088,Status2k Server Monitoring Software - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-5089,Status2k Server Monitoring Software - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2014-5090,Status2k Server Monitoring Software - Multiple Vulnerabilities,http,80,1,1,MEDIUM,8.0,2
CVE-2014-5091,Status2k Server Monitoring Software - Multiple Vulnerabilities,http,80,0,1,CRITICAL,3.9,2
CVE-2014-5092,Status2k Server Monitoring Software - Multiple Vulnerabilities,http,80,1,1,HIGH,2.8,2
CVE-2014-5093,Status2k Server Monitoring Software - Multiple Vulnerabilities,http,80,0,1,CRITICAL,3.9,2
CVE-2014-5094,Status2k Server Monitoring Software - Multiple Vulnerabilities,http,80,0,1,MEDIUM,10.0,2
CVE-2018-17784,SugarCRM 6.5.26 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2019-14974,SugarCRM Enterprise 9.0.0 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2018-17391,Super Cms Blog Pro 1.0 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2016-3652,Symantec Endpoint Protection Manager 12.1 - Multiple Vulnerabilities,other,8445,1,1,MEDIUM,2.3,2
CVE-2016-3653,Symantec Endpoint Protection Manager 12.1 - Multiple Vulnerabilities,other,8445,1,1,HIGH,2.1,2
CVE-2016-5304,Symantec Endpoint Protection Manager 12.1 - Multiple Vulnerabilities,other,8445,1,1,MEDIUM,2.3,2
CVE-2016-4309,Symphony CMS 2.6.7 - Session Fixation,http,80,0,1,HIGH,1.6,2
CVE-2015-3140,Syncrify Server 3.6 Build 833 - Multiple Vulnerabilities,other,5800,0,1,HIGH,2.8,2
CVE-2014-2023,Tapatalk for vBulletin 4.x - Blind SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2015-7562,TeamPass 2.1.24 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,2.8,2
CVE-2015-7563,TeamPass 2.1.24 - Multiple Vulnerabilities,http,80,0,1,HIGH,2.8,2
CVE-2015-7564,TeamPass 2.1.24 - Multiple Vulnerabilities,http,80,0,1,CRITICAL,3.9,2
CVE-2014-5308,TestLink 1.9.11 - Multiple SQL Injections,http,80,1,1,HIGH,8.0,2
CVE-2002-2298,Thatware 0.4.6 - 'ROOT_PATH' Remote File Inclusion,http,80,0,1,MEDIUM,8.6,2
CVE-2006-4213,Thatware 0.4.6 - 'ROOT_PATH' Remote File Inclusion,http,80,0,1,HIGH,10.0,2
CVE-2018-18923,Ticketly 1.0 - 'kind_id' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2014-3978,TomatoCart 1.x - SQL Injection,http,80,1,1,MEDIUM,8.0,2
CVE-2014-10023,TopicsViewer 3.0 Beta 1 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2015-2803,TYPO3 Extension Akronymmanager 0.5.0 - SQL Injection,http,80,1,1,MEDIUM,6.8,2
CVE-2014-6235,TYPO3 Extension ke DomPDF - Remote Code Execution,http,80,0,1,HIGH,10.0,2
CVE-2019-11398,UliCMS 2019.1 'Spitting Lama' - Persistent Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2019-11398,UliCMS 2019.2 / 2019.1 - Multiple Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2019-14804,UNA 10.0.0 RC1 - 'polyglot.php' Persistent Cross-Site Scripting,http,80,1,1,MEDIUM,1.7,2
CVE-2018-18419,User Management 1.1 - Cross-Site Scripting,http,80,1,1,MEDIUM,2.3,2
CVE-2013-3528,Vanilla Forums 2.0 < 2.0.18.5 - 'class.utilitycontroller.php' PHP Object Injection,http,80,0,1,HIGH,10.0,2
