cve_id,cvss_score,exploit_type,port,priority_label
CVE-2014-9440,7.5,exploitdb,80,medium
CVE-2014-9347,7.5,exploitdb,80,medium
CVE-2006-4114,7.5,exploitdb,80,medium
CVE-2006-4164,7.5,exploitdb,80,medium
CVE-2014-5519,7.5,exploitdb,80,medium
CVE-2019-9769,8.8,exploitdb,80,medium
CVE-2018-14057,8.8,exploitdb,80,medium
CVE-2018-14058,6.5,exploitdb,80,medium
CVE-2018-14059,5.4,exploitdb,80,medium
CVE-2014-9115,7.5,exploitdb,80,medium
CVE-2014-4613,6.5,exploitdb,80,medium
CVE-2015-1517,6.0,exploitdb,80,medium
CVE-2014-9096,7.5,exploitdb,80,medium
CVE-2015-6655,6.8,exploitdb,80,medium
CVE-2014-2223,7.5,exploitdb,80,medium
CVE-2018-18805,9.8,exploitdb,80,medium
CVE-2015-1471,7.5,exploitdb,80,medium
CVE-2018-19125,7.5,exploitdb,80,medium
CVE-2018-19126,9.8,exploitdb,80,medium
CVE-2014-5275,6.5,exploitdb,80,medium
CVE-2014-5276,3.5,exploitdb,80,low
CVE-2017-17625,9.8,exploitdb,80,medium
CVE-2013-6164,7.5,exploitdb,80,medium
CVE-2011-3713,5.0,exploitdb,80,medium
CVE-2014-9580,4.3,exploitdb,80,medium
CVE-2015-2564,6.5,exploitdb,80,medium
CVE-2013-6227,7.5,exploitdb,80,medium
CVE-2019-8390,6.1,exploitdb,80,medium
CVE-2019-8391,6.1,exploitdb,80,medium
CVE-2017-17626,9.8,exploitdb,80,medium
CVE-2017-17627,9.8,exploitdb,80,medium
CVE-2018-15535,7.5,exploitdb,80,medium
CVE-2018-15536,5.5,exploitdb,80,medium
CVE-2017-17628,9.8,exploitdb,80,medium
CVE-2014-6619,4.3,exploitdb,80,medium
CVE-2018-18760,6.5,exploitdb,80,medium
CVE-2015-8770,7.5,exploitdb,80,medium
CVE-2018-20525,9.1,exploitdb,80,medium
CVE-2018-20526,9.8,exploitdb,80,medium
CVE-2019-7400,6.1,exploitdb,80,medium
CVE-2019-7541,6.1,exploitdb,80,medium
CVE-2018-18762,6.5,exploitdb,80,medium
CVE-2018-18761,9.8,exploitdb,80,medium
CVE-2018-18763,9.8,exploitdb,80,medium
CVE-2006-4063,7.5,exploitdb,80,medium
CVE-2006-4063,7.5,exploitdb,80,medium
CVE-2006-4065,5.1,exploitdb,80,medium
CVE-2006-4062,5.1,exploitdb,80,medium
CVE-2006-4063,7.5,exploitdb,80,medium
CVE-2018-7841,9.8,exploitdb,80,high
CVE-2018-18799,8.8,exploitdb,80,medium
CVE-2018-18797,8.8,exploitdb,80,medium
CVE-2018-18798,9.8,exploitdb,80,medium
CVE-2018-18793,9.8,exploitdb,80,medium
CVE-2018-18794,8.8,exploitdb,80,medium
CVE-2018-18795,9.8,exploitdb,80,medium
CVE-2015-8282,9.8,exploitdb,443,medium
CVE-2015-8283,6.5,exploitdb,443,medium
CVE-2015-8284,8.8,exploitdb,443,medium
CVE-2017-17629,9.8,exploitdb,80,medium
CVE-2015-0919,7.5,exploitdb,80,medium
CVE-2014-100012,7.5,exploitdb,80,medium
CVE-2019-15813,8.8,exploitdb,80,medium
CVE-2019-15814,5.4,exploitdb,80,medium
CVE-2014-3414,6.8,exploitdb,80,medium
CVE-2014-3415,6.5,exploitdb,80,medium
CVE-2014-4962,6.4,exploitdb,80,medium
CVE-2014-4963,6.8,exploitdb,80,medium
CVE-2014-4964,6.8,exploitdb,80,medium
CVE-2014-4965,4.3,exploitdb,80,medium
CVE-2018-5782,9.8,exploitdb,80,medium
CVE-2017-17593,7.5,exploitdb,80,medium
CVE-2013-5748,6.8,exploitdb,80,medium
CVE-2014-1683,6.8,exploitdb,80,medium
CVE-2014-9344,6.8,exploitdb,80,medium
CVE-2014-8673,9.8,exploitdb,80,medium
CVE-2014-8674,5.4,exploitdb,80,medium
CVE-2014-8675,7.5,exploitdb,80,medium
CVE-2014-8676,5.3,exploitdb,80,medium
CVE-2014-8677,5.3,exploitdb,80,medium
CVE-2014-9516,4.3,exploitdb,80,medium
CVE-2006-4158,5.1,exploitdb,80,medium
CVE-2014-5081,9.8,exploitdb,80,medium
CVE-2014-5082,7.5,exploitdb,80,medium
CVE-2014-5083,8.8,exploitdb,80,medium
CVE-2014-5084,8.8,exploitdb,80,medium
CVE-2014-5085,8.8,exploitdb,80,medium
CVE-2014-5086,8.8,exploitdb,80,medium
CVE-2014-5087,9.8,exploitdb,80,medium
CVE-2014-5082,7.5,exploitdb,80,medium
CVE-2014-5192,7.5,exploitdb,80,medium
CVE-2014-5193,4.3,exploitdb,80,medium
CVE-2014-5194,6.5,exploitdb,80,medium
CVE-2016-7982,7.5,exploitdb,80,medium
CVE-2016-7980,8.8,exploitdb,80,medium
CVE-2016-7998,8.8,exploitdb,80,medium
CVE-2013-2118,7.5,exploitdb,80,medium
CVE-2019-9083,9.8,exploitdb,80,medium
CVE-2014-10008,6.8,exploitdb,80,medium
CVE-2014-10009,4.3,exploitdb,80,medium
CVE-2014-5088,4.3,exploitdb,80,medium
CVE-2014-5089,7.5,exploitdb,80,medium
CVE-2014-5090,6.5,exploitdb,80,medium
CVE-2014-5091,9.8,exploitdb,80,medium
CVE-2014-5092,8.8,exploitdb,80,medium
CVE-2014-5093,9.8,exploitdb,80,medium
CVE-2014-5094,5.0,exploitdb,80,medium
CVE-2018-17784,6.1,exploitdb,80,medium
CVE-2019-14974,6.1,exploitdb,80,medium
CVE-2018-17391,9.8,exploitdb,80,medium
CVE-2016-3652,5.4,exploitdb,8445,medium
CVE-2016-3653,8.0,exploitdb,8445,medium
CVE-2016-5304,6.8,exploitdb,8445,medium
CVE-2016-4309,7.5,exploitdb,80,medium
CVE-2015-3140,8.8,exploitdb,5800,medium
CVE-2014-2023,9.8,exploitdb,80,medium
CVE-2015-7562,6.1,exploitdb,80,medium
CVE-2015-7563,8.8,exploitdb,80,medium
CVE-2015-7564,9.8,exploitdb,80,medium
CVE-2014-5308,9.0,exploitdb,80,medium
CVE-2002-2298,6.8,exploitdb,80,medium
CVE-2006-4213,7.5,exploitdb,80,medium
CVE-2018-18923,9.8,exploitdb,80,medium
CVE-2014-3978,6.5,exploitdb,80,medium
CVE-2014-10023,7.5,exploitdb,80,medium
CVE-2015-2803,6.0,exploitdb,80,medium
CVE-2014-6235,7.5,exploitdb,80,medium
CVE-2019-11398,6.1,exploitdb,80,medium
CVE-2019-11398,6.1,exploitdb,80,medium
CVE-2019-14804,4.8,exploitdb,80,medium
CVE-2018-18419,5.4,exploitdb,80,medium
CVE-2013-3528,7.5,exploitdb,80,medium
CVE-2016-6483,8.6,exploitdb,80,medium
CVE-2015-7808,7.5,exploitdb,80,medium
CVE-2014-9463,8.8,exploitdb,80,medium
CVE-2014-10078,6.1,exploitdb,80,medium
CVE-2014-10079,5.3,exploitdb,80,medium
CVE-2014-3962,7.5,exploitdb,80,medium
CVE-2017-6086,8.8,exploitdb,80,medium
CVE-2014-1222,4.0,exploitdb,80,medium
CVE-2015-6000,8.8,exploitdb,80,medium
CVE-2016-1713,7.3,exploitdb,80,medium
CVE-2018-12979,6.5,exploitdb,80,medium
CVE-2018-12980,8.8,exploitdb,80,medium
CVE-2018-12981,5.4,exploitdb,80,medium
CVE-2014-2846,7.5,exploitdb,80,medium
CVE-2014-3119,8.8,exploitdb,80,medium
CVE-2014-5258,4.0,exploitdb,80,medium
CVE-2019-8404,6.5,exploitdb,80,medium
CVE-2017-17592,9.8,exploitdb,80,medium
CVE-2014-9242,7.5,exploitdb,80,medium
CVE-2014-9243,4.3,exploitdb,80,medium
CVE-2014-4306,5.0,exploitdb,80,medium
CVE-2014-4307,7.5,exploitdb,80,medium
CVE-2013-6041,7.5,exploitdb,80,medium
CVE-2013-6042,4.3,exploitdb,80,medium
CVE-2013-6043,5.0,exploitdb,80,medium
CVE-2006-4198,5.1,exploitdb,80,medium
CVE-2018-11512,4.8,exploitdb,80,medium
CVE-2018-14029,8.8,exploitdb,80,medium
CVE-2015-6567,8.8,exploitdb,80,medium
CVE-2015-6568,8.8,exploitdb,80,medium
CVE-2018-8813,4.8,exploitdb,80,medium
CVE-2016-6896,7.1,exploitdb,80,medium
CVE-2016-6897,6.5,exploitdb,80,medium
CVE-2014-8603,6.5,exploitdb,80,medium
CVE-2014-8604,5.0,exploitdb,80,medium
CVE-2014-8605,5.0,exploitdb,80,medium
CVE-2014-8606,4.0,exploitdb,80,medium
CVE-2014-8607,2.1,exploitdb,80,low
CVE-2014-1854,7.5,exploitdb,80,medium
CVE-2018-11525,7.8,exploitdb,80,medium
CVE-2014-2674,7.5,exploitdb,80,medium
CVE-2018-13832,4.8,exploitdb,80,medium
CVE-2014-6242,6.5,exploitdb,80,medium
CVE-2018-1002000,7.2,exploitdb,80,medium
CVE-2018-1002001,4.8,exploitdb,80,medium
CVE-2018-1002002,4.8,exploitdb,80,medium
CVE-2018-1002003,4.8,exploitdb,80,medium
CVE-2018-1002004,4.8,exploitdb,80,medium
CVE-2018-1002005,4.8,exploitdb,80,medium
CVE-2018-1002006,4.8,exploitdb,80,medium
CVE-2018-1002007,4.8,exploitdb,80,medium
CVE-2018-1002008,4.8,exploitdb,80,medium
CVE-2018-1002009,4.8,exploitdb,80,medium
CVE-2015-4455,9.8,exploitdb,80,medium
CVE-2018-20556,8.8,exploitdb,80,medium
CVE-2014-1889,6.5,exploitdb,80,medium
CVE-2018-7747,4.8,exploitdb,80,medium
CVE-2013-5977,6.8,exploitdb,80,medium
CVE-2013-5978,6.1,exploitdb,80,medium
CVE-2014-9305,6.5,exploitdb,80,medium
CVE-2015-4127,4.3,exploitdb,80,medium
CVE-2018-11526,7.8,exploitdb,80,medium
CVE-2018-9035,9.6,exploitdb,80,medium
CVE-2015-6965,6.8,exploitdb,80,medium
CVE-2015-5533,7.2,exploitdb,80,medium
CVE-2014-8586,7.5,exploitdb,80,medium
CVE-2015-7235,7.5,exploitdb,80,medium
CVE-2014-9119,5.0,exploitdb,80,medium
CVE-2014-5345,4.3,exploitdb,80,medium
CVE-2014-5346,6.8,exploitdb,80,medium
CVE-2014-5347,6.8,exploitdb,80,medium
CVE-2019-15889,6.1,exploitdb,80,medium
CVE-2014-9262,8.2,exploitdb,80,medium
CVE-2018-7543,6.1,exploitdb,80,medium
CVE-2015-2084,6.8,exploitdb,80,medium
CVE-2015-4614,7.5,exploitdb,80,medium
CVE-2015-4616,5.0,exploitdb,80,medium
CVE-2015-4010,6.8,exploitdb,80,medium
CVE-2015-4018,6.5,exploitdb,80,medium
CVE-2015-4084,4.3,exploitdb,80,medium
CVE-2014-5201,7.5,exploitdb,80,medium
CVE-2015-4066,6.5,exploitdb,80,medium
CVE-2014-9173,7.5,exploitdb,80,medium
CVE-2019-9618,9.8,exploitdb,80,medium
CVE-2014-7153,6.5,exploitdb,80,medium
CVE-2014-3842,4.3,exploitdb,80,medium
CVE-2014-3848,5.0,exploitdb,80,medium
CVE-2014-3849,4.3,exploitdb,80,medium
CVE-2014-8948,6.8,exploitdb,80,medium
CVE-2014-8949,6.0,exploitdb,80,medium
CVE-2019-15092,7.3,exploitdb,80,medium
CVE-2018-12636,7.2,exploitdb,80,medium
CVE-2015-2321,4.3,exploitdb,80,medium
CVE-2019-14348,9.8,exploitdb,80,medium
CVE-2015-4064,6.5,exploitdb,80,medium
CVE-2015-4065,3.5,exploitdb,80,low
CVE-2019-13344,5.3,exploitdb,80,medium
CVE-2018-16299,7.5,exploitdb,80,medium
CVE-2014-6312,4.3,exploitdb,80,medium
CVE-2015-6805,3.5,exploitdb,80,low
CVE-2018-19040,5.3,exploitdb,80,medium
CVE-2018-19041,6.1,exploitdb,80,medium
CVE-2018-19042,5.3,exploitdb,80,medium
CVE-2018-19043,5.3,exploitdb,80,medium
CVE-2015-4062,6.5,exploitdb,80,medium
CVE-2015-4063,3.5,exploitdb,80,low
CVE-2014-8800,4.3,exploitdb,80,medium
CVE-2018-19287,6.1,exploitdb,80,medium
CVE-2014-8801,5.0,exploitdb,80,medium
CVE-2014-3961,7.5,exploitdb,80,medium
CVE-2014-9312,8.8,exploitdb,80,medium
CVE-2019-16117,6.1,exploitdb,80,medium
CVE-2019-16118,6.1,exploitdb,80,medium
CVE-2019-16119,9.8,exploitdb,80,medium
CVE-2014-8802,5.0,exploitdb,80,medium
CVE-2015-1365,5.0,exploitdb,80,medium
CVE-2015-1366,4.3,exploitdb,80,medium
CVE-2015-1375,7.5,exploitdb,80,medium
CVE-2015-1376,4.0,exploitdb,80,medium
CVE-2018-15877,8.8,exploitdb,80,medium
CVE-2014-2598,6.8,exploitdb,80,medium
CVE-2018-9034,5.4,exploitdb,80,medium
CVE-2015-4414,5.0,exploitdb,80,medium
CVE-2014-9311,3.5,exploitdb,80,low
CVE-2014-9308,6.5,exploitdb,80,medium
CVE-2015-2826,5.3,exploitdb,80,medium
CVE-2015-2824,7.5,exploitdb,80,medium
CVE-2015-2825,7.5,exploitdb,80,medium
CVE-2019-14328,8.8,exploitdb,80,medium
CVE-2014-4717,6.8,exploitdb,80,medium
CVE-2018-7422,7.5,exploitdb,80,medium
CVE-2014-5460,6.5,exploitdb,80,medium
CVE-2014-9178,7.5,exploitdb,80,medium
CVE-2014-9179,4.0,exploitdb,80,medium
CVE-2015-2090,7.5,exploitdb,80,medium
CVE-2015-5471,5.3,exploitdb,80,medium
CVE-2018-10752,4.8,exploitdb,80,medium
CVE-2015-3300,4.3,exploitdb,80,medium
CVE-2015-3301,4.0,exploitdb,80,medium
CVE-2015-3302,7.5,exploitdb,80,medium
CVE-2015-3986,4.3,exploitdb,80,medium
CVE-2014-2559,6.8,exploitdb,80,medium
CVE-2014-2995,3.5,exploitdb,80,low
CVE-2019-14470,6.1,exploitdb,80,medium
CVE-2014-9097,7.5,exploitdb,80,medium
CVE-2014-9098,3.5,exploitdb,80,low
CVE-2014-1905,10.0,exploitdb,80,medium
CVE-2014-1906,4.3,exploitdb,80,medium
CVE-2014-1907,6.4,exploitdb,80,medium
CVE-2014-1908,5.0,exploitdb,80,medium
CVE-2018-16283,9.8,exploitdb,80,medium
CVE-2019-6780,6.1,exploitdb,80,medium
CVE-2018-20782,7.5,exploitdb,80,medium
CVE-2019-1010124,5.4,exploitdb,80,medium
CVE-2015-5468,7.5,exploitdb,80,medium
CVE-2014-9308,6.5,exploitdb,80,medium
CVE-2018-8719,5.3,exploitdb,80,medium
CVE-2015-3325,7.5,exploitdb,80,medium
CVE-2015-6522,7.5,exploitdb,80,medium
CVE-2019-9879,9.8,exploitdb,80,medium
CVE-2019-9880,9.1,exploitdb,80,medium
CVE-2019-9881,5.3,exploitdb,80,medium
CVE-2015-2314,7.5,exploitdb,80,medium
CVE-2015-2315,4.3,exploitdb,80,medium
CVE-2015-2791,6.4,exploitdb,80,medium
CVE-2014-2340,6.8,exploitdb,80,medium
CVE-2015-4153,5.0,exploitdb,80,medium
CVE-2015-4465,4.3,exploitdb,80,medium
CVE-2013-5692,8.5,exploitdb,80,medium
CVE-2013-5693,4.3,exploitdb,80,medium
CVE-2015-5074,7.5,exploitdb,80,medium
CVE-2015-5075,6.8,exploitdb,80,medium
CVE-2013-2586,4.3,exploitdb,80,medium
CVE-2019-8923,9.8,exploitdb,80,medium
CVE-2019-8924,6.1,exploitdb,80,medium
CVE-2014-2579,7.6,exploitdb,80,medium
CVE-2014-2996,7.1,exploitdb,80,medium
CVE-2015-3141,6.8,exploitdb,5272,medium
CVE-2014-8429,6.8,exploitdb,80,medium
CVE-2014-5520,7.5,exploitdb,80,medium
CVE-2014-5521,6.5,exploitdb,80,medium
CVE-2015-7567,9.8,exploitdb,80,medium
CVE-2015-7568,9.8,exploitdb,80,medium
CVE-2015-7569,8.8,exploitdb,80,medium
CVE-2015-7570,7.2,exploitdb,80,medium
CVE-2015-7571,7.8,exploitdb,80,medium
CVE-2018-13045,9.8,exploitdb,80,medium
CVE-2017-17630,9.8,exploitdb,80,medium
CVE-2019-14430,5.3,exploitdb,80,medium
CVE-2013-5572,3.5,exploitdb,80,low
CVE-2015-8352,9.8,exploitdb,80,medium
CVE-2015-5591,7.2,exploitdb,80,medium
CVE-2015-5594,6.1,exploitdb,80,medium
CVE-2015-5595,6.5,exploitdb,80,medium
CVE-2014-4034,7.5,exploitdb,80,medium
CVE-2018-13980,5.5,exploitdb,80,medium
CVE-2018-13981,9.8,exploitdb,80,medium
CVE-2010-5322,4.3,exploitdb,80,medium
CVE-2015-2182,4.3,exploitdb,80,medium
CVE-2015-2183,7.5,exploitdb,80,medium
CVE-2015-2184,5.0,exploitdb,80,medium
CVE-2014-9235,6.5,exploitdb,80,medium
CVE-2014-9236,4.3,exploitdb,80,medium
CVE-2019-9082,8.8,exploitdb,80,high
CVE-2017-6326,10.0,exploitdb,443,medium
CVE-2016-6186,6.1,exploitdb,80,medium
CVE-2016-2098,7.3,exploitdb,80,medium
CVE-2019-10226,5.4,exploitdb,80,medium
CVE-2016-4340,8.8,exploitdb,80,medium
CVE-2004-0396,7.5,exploitdb,2401,medium
CVE-2001-0010,10.0,exploitdb,53,medium
CVE-1999-0744,7.5,exploitdb,80,medium
CVE-2007-0882,10.0,exploitdb,23,medium
CVE-2001-0797,10.0,exploitdb,513,medium
CVE-2001-0803,10.0,exploitdb,6112,medium
CVE-2001-1583,10.0,exploitdb,515,medium
CVE-2008-4556,10.0,exploitdb,111,medium
CVE-2003-0722,10.0,exploitdb,111,medium
CVE-1999-0977,10.0,exploitdb,111,medium
CVE-2008-4556,10.0,exploitdb,111,medium
CVE-2001-0797,10.0,exploitdb,23,medium
CVE-2007-0882,10.0,exploitdb,23,medium
CVE-2000-0573,10.0,exploitdb,21,medium
CVE-2002-0082,7.5,exploitdb,80,medium
CVE-2002-0082,7.5,exploitdb,80,medium
CVE-2002-0082,7.5,exploitdb,80,medium
CVE-2002-0656,7.5,exploitdb,80,medium
CVE-2014-3828,10.0,exploitdb,80,medium
CVE-2019-1935,9.8,exploitdb,22,medium
CVE-2014-2928,7.1,exploitdb,443,medium
CVE-2015-2843,7.5,exploitdb,443,medium
CVE-2015-2845,10.0,exploitdb,443,medium
CVE-2013-4835,7.5,exploitdb,8080,medium
CVE-2016-9722,4.2,exploitdb,443,medium
CVE-2018-1418,8.8,exploitdb,443,medium
CVE-2018-1612,5.8,exploitdb,443,medium
CVE-2017-15944,9.8,exploitdb,443,high
CVE-2014-2849,8.5,exploitdb,443,medium
CVE-2014-2850,8.5,exploitdb,443,medium
CVE-2006-2447,5.1,exploitdb,783,medium
CVE-2013-6955,10.0,exploitdb,5000,medium
CVE-2014-3008,10.0,exploitdb,443,medium
CVE-2014-3139,7.5,exploitdb,443,medium
CVE-2012-2982,6.5,exploitdb,10000,medium
CVE-2006-6184,10.0,exploitdb,69,medium
CVE-2005-0382,5.0,exploitdb,7649,medium
CVE-2007-3340,7.8,exploitdb,80,medium
CVE-2006-2961,7.5,exploitdb,21,medium
CVE-2010-1174,5.0,exploitdb,69,medium
CVE-2019-9649,5.3,exploitdb,21,medium
CVE-2019-9648,5.3,exploitdb,21,medium
CVE-2015-5696,5.0,exploitdb,20031,medium
CVE-2014-8652,5.0,exploitdb,80,medium
CVE-2009-3744,5.0,exploitdb,7144,medium
CVE-2004-1696,5.0,exploitdb,66,medium
CVE-2009-3837,9.3,exploitdb,110,medium
CVE-2015-2281,7.5,exploitdb,8000,medium
CVE-2014-2087,9.3,exploitdb,80,medium
CVE-2007-1580,6.3,exploitdb,21,medium
CVE-2009-4051,5.0,exploitdb,21,medium
CVE-2009-3840,5.0,exploitdb,2315,medium
CVE-2012-1830,10.0,exploitdb,555,medium
CVE-2011-5166,7.5,exploitdb,21,medium
CVE-2015-7767,7.5,exploitdb,21,medium
CVE-2018-8269,7.5,exploitdb,443,medium
CVE-2015-1635,9.8,exploitdb,80,high
CVE-2017-0143,8.8,exploitdb,445,high
CVE-2017-0144,8.8,exploitdb,445,high
CVE-2017-0145,8.8,exploitdb,445,high
CVE-2017-0146,8.8,exploitdb,445,high
CVE-2017-0147,7.5,exploitdb,445,high
CVE-2017-0148,8.1,exploitdb,445,high
CVE-2009-3103,10.0,exploitdb,445,medium
CVE-2019-0708,9.8,exploitdb,3389,high
CVE-2009-4654,9.0,exploitdb,80,medium
CVE-2004-1698,5.0,exploitdb,8473,medium
CVE-2004-0313,10.0,metasploit,8080,high
CVE-2000-0272,7.8,exploitdb,7070,medium
CVE-2014-0995,5.0,exploitdb,3200,medium
CVE-2010-2115,5.0,exploitdb,69,medium
CVE-2005-0280,7.5,exploitdb,20000,medium
CVE-2014-100014,7.5,exploitdb,30000,medium
CVE-2009-4105,3.5,exploitdb,21,low
CVE-2009-4048,4.0,exploitdb,21,medium
CVE-2009-4108,4.0,exploitdb,21,medium
CVE-2009-3643,5.0,exploitdb,21,medium
CVE-2009-4048,4.0,exploitdb,21,medium
CVE-2009-4108,4.0,exploitdb,21,medium
CVE-2005-0325,5.0,exploitdb,28015,medium
CVE-2005-0277,5.0,exploitdb,21,medium
CVE-2005-0277,5.0,exploitdb,21,medium
CVE-2006-6183,10.0,exploitdb,69,medium
CVE-2006-6183,10.0,exploitdb,69,medium
CVE-2006-6183,10.0,exploitdb,69,medium
CVE-2005-0419,7.5,exploitdb,21,medium
CVE-2004-1626,5.0,exploitdb,21,medium
CVE-2004-1627,7.5,exploitdb,21,medium
CVE-2004-1626,5.0,exploitdb,21,medium
CVE-2016-0854,9.8,exploitdb,80,medium
CVE-2006-5596,7.5,exploitdb,143,medium
CVE-2006-5725,5.0,exploitdb,143,medium
CVE-2006-6184,10.0,exploitdb,69,medium
CVE-2004-1546,5.0,exploitdb,143,medium
CVE-2003-1200,7.5,metasploit,3000,high
CVE-2008-1358,6.5,exploitdb,143,medium
CVE-2006-4364,5.0,exploitdb,110,medium
CVE-2008-4193,10.0,metasploit,4000,high
CVE-2008-4193,10.0,exploitdb,4000,medium
CVE-2003-0471,7.5,exploitdb,1000,medium
CVE-2006-3747,7.6,exploitdb,80,medium
CVE-2006-3747,7.6,metasploit,80,high
CVE-2019-0232,8.1,exploitdb,8080,medium
CVE-2008-1491,10.0,exploitdb,623,medium
CVE-2005-0595,7.5,metasploit,80,high
CVE-2005-0595,7.5,exploitdb,80,medium
CVE-2007-6377,7.5,exploitdb,80,medium
CVE-2005-1009,10.0,exploitdb,20031,medium
CVE-2005-1547,7.5,exploitdb,20031,medium
CVE-2005-1009,10.0,exploitdb,20031,medium
CVE-2008-5457,10.0,metasploit,80,high
CVE-2008-4008,10.0,metasploit,80,high
CVE-2008-3257,10.0,exploitdb,80,medium
CVE-2008-1914,10.0,exploitdb,6080,medium
CVE-2008-1914,10.0,exploitdb,6660,medium
CVE-2009-4660,10.0,exploitdb,6660,medium
CVE-2008-1914,10.0,exploitdb,6660,medium
CVE-2009-4660,10.0,exploitdb,6660,medium
CVE-2015-7602,7.8,exploitdb,21,medium
CVE-2004-1439,7.5,exploitdb,21,medium
CVE-2004-1439,7.5,exploitdb,21,medium
CVE-2005-4085,7.5,metasploit,80,high
CVE-2005-4085,7.5,exploitdb,80,medium
CVE-2004-2074,5.0,metasploit,21,medium
CVE-2004-2074,5.0,exploitdb,21,medium
CVE-2009-2227,10.0,exploitdb,19810,medium
CVE-2009-2227,10.0,exploitdb,19810,medium
CVE-2008-5754,9.3,exploitdb,21,medium
CVE-2007-0449,10.0,exploitdb,1900,medium
CVE-2007-0449,10.0,exploitdb,6503,medium
CVE-2007-0449,10.0,exploitdb,6503,medium
CVE-2006-5143,7.5,exploitdb,6503,medium
CVE-2006-6917,10.0,exploitdb,6502,medium
CVE-2006-6379,7.5,exploitdb,6070,medium
CVE-2005-1272,7.5,exploitdb,6070,medium
CVE-2007-1785,7.1,exploitdb,111,medium
CVE-2005-3190,7.5,exploitdb,5250,medium
CVE-2005-3190,7.5,metasploit,5250,high
CVE-2005-0581,4.6,exploitdb,10203,medium
CVE-2005-0582,10.0,exploitdb,10203,medium
CVE-2004-2685,7.5,exploitdb,23,medium
CVE-2004-2416,7.5,exploitdb,808,medium
CVE-2008-0394,7.5,exploitdb,25,medium
CVE-2008-2639,7.6,metasploit,2022,high
CVE-2018-6892,9.8,exploitdb,8888,medium
CVE-2005-0581,4.6,metasploit,10203,medium
CVE-2005-0581,4.6,metasploit,10202,medium
CVE-2004-1327,7.5,exploitdb,21,medium
CVE-2018-9842,5.3,exploitdb,1858,medium
CVE-2005-2842,7.5,exploitdb,6129,medium
CVE-2018-10594,9.8,exploitdb,502,medium
CVE-2013-7390,9.8,exploitdb,8020,medium
CVE-2014-5007,9.8,exploitdb,8020,medium
CVE-2004-1533,5.0,exploitdb,110,medium
CVE-2006-6853,10.0,exploitdb,4002,medium
CVE-2005-1903,2.1,exploitdb,143,low
CVE-2006-3952,7.5,exploitdb,21,medium
CVE-2006-3952,7.5,exploitdb,21,medium
CVE-2006-3952,7.5,exploitdb,21,medium
CVE-2006-5714,5.0,exploitdb,80,medium
CVE-2014-3791,10.0,exploitdb,80,medium
CVE-2018-9059,9.8,exploitdb,80,medium
CVE-2005-2551,7.5,metasploit,8008,high
CVE-2004-2466,5.0,metasploit,80,medium
CVE-2007-5699,6.8,metasploit,10616,medium
CVE-2006-3838,10.0,exploitdb,10616,medium
CVE-2006-3838,10.0,exploitdb,10616,medium
CVE-2006-3838,10.0,exploitdb,10616,medium
CVE-2013-0928,9.3,exploitdb,3000,medium
CVE-2013-0946,9.3,exploitdb,3500,medium
CVE-2010-0620,9.3,metasploit,18821,high
CVE-2014-3913,10.0,exploitdb,8080,medium
CVE-2004-1868,7.5,exploitdb,80,medium
CVE-2007-1770,10.0,exploitdb,5151,medium
CVE-2006-0189,7.5,exploitdb,5060,medium
CVE-2005-4267,7.5,exploitdb,143,medium
CVE-2006-0637,7.5,exploitdb,143,medium
CVE-2020-0688,8.8,exploitdb,443,high
CVE-2006-0537,7.5,exploitdb,25,medium
CVE-2003-1339,10.0,exploitdb,80,medium
CVE-2003-1339,10.0,exploitdb,80,medium
CVE-2006-0319,5.0,exploitdb,22003,medium
CVE-2019-16724,9.8,exploitdb,80,medium
CVE-2006-3726,6.5,metasploit,21,medium
CVE-2006-3726,6.5,exploitdb,21,medium
CVE-2014-1216,7.5,exploitdb,80,medium
CVE-2008-4321,9.3,exploitdb,21,medium
CVE-2005-0635,10.0,exploitdb,110,medium
CVE-2009-0183,10.0,metasploit,80,high
CVE-2005-3683,7.5,exploitdb,21,medium
CVE-2005-3684,7.5,exploitdb,21,medium
CVE-2006-2407,7.5,exploitdb,22,medium
CVE-2008-6899,9.0,exploitdb,22,medium
CVE-2008-2573,8.5,exploitdb,22,medium
CVE-2007-1645,10.0,exploitdb,69,medium
CVE-2000-0665,5.0,metasploit,23,medium
CVE-2014-0750,7.5,exploitdb,80,medium
CVE-2005-1415,10.0,exploitdb,21,medium
CVE-2005-4553,7.5,exploitdb,21,medium
CVE-2005-0566,7.5,exploitdb,21,medium
CVE-2009-4194,8.1,exploitdb,21,medium
CVE-2006-6576,7.5,metasploit,21,high
CVE-2005-0634,7.5,exploitdb,21,medium
CVE-2005-0634,7.5,exploitdb,21,medium
CVE-2005-0634,7.5,exploitdb,21,medium
CVE-2008-4726,9.0,exploitdb,22,medium
CVE-2005-0768,10.0,metasploit,2380,high
CVE-2006-6026,10.0,exploitdb,554,medium
CVE-2009-2685,10.0,metasploit,80,high
CVE-2009-2685,10.0,exploitdb,80,medium
CVE-2009-4053,6.5,exploitdb,21,medium
CVE-2011-1865,10.0,metasploit,5555,high
CVE-2009-3844,10.0,exploitdb,5555,medium
CVE-2013-2347,10.0,exploitdb,5555,medium
CVE-2013-6194,10.0,exploitdb,5555,medium
CVE-2013-2347,10.0,exploitdb,5555,medium
CVE-2012-0124,10.0,exploitdb,3817,medium
